Miner ID,Block Depth,Transaction ID,Redaction Profit,Performance Time (ms),Blockchain Length,# of Tx
0,6,43697912495,0.02824372338641067,16.028404235839844,6,14
0,2,46743128175,0.061641865443089736,15.212297439575195,6,13
0,5,69476700648,0.017106324642111394,15.941381454467773,6,16
0,1,55012816476,0.013815191826062183,15.311956405639648,6,13
0,4,6519736611,0.00707024842818943,18.507957458496094,6,11
0,4,76383457947,1.8204212996441282e-05,16.298532485961914,6,11
0,1,96523767237,0.0013782333864199297,15.387773513793945,6,12
0,2,55136993793,0.038872989277675615,15.85698127746582,6,13
2,5,85881790883,0.035645727637360486,15.62190055847168,6,16
2,5,73626722650,0.023804110654450705,15.650510787963867,6,16
0,1,63490434918,0.041437849541313306,15.565156936645508,9,13
0,5,77933124293,0.05540368496025614,15.57469367980957,9,8
0,5,59519482706,0.008669460170345436,15.479803085327148,9,8
0,3,45596115220,0.07022377313400571,15.82789421081543,9,13
0,2,23917086694,0.0157928507083553,15.617609024047852,9,8
0,2,32301265137,0.01468672414919294,15.871763229370117,9,8
2,8,67165928801,0.04114555963586134,16.140460968017578,9,8
2,7,98179866760,0.02243124766984248,15.419244766235352,9,14
2,2,39089003230,0.0068468034881067905,15.685796737670898,9,9
2,6,45107049112,0.01279217396932331,15.707015991210938,9,7
0,5,9880200366,0.00029140502243784114,15.627384185791016,10,22
0,3,38263928068,0.014728730491882903,15.623092651367188,10,17
0,2,22758081774,0.02449983472747894,15.608549118041992,10,16
0,4,3390688387,0.005931595350536264,15.622615814208984,10,27
2,1,90685424729,0.027703600940529316,15.618085861206055,10,16
2,7,40495073428,0.08680200075584232,15.643119812011719,10,21
2,8,99761598597,0.02951482598493852,15.618562698364258,10,20
2,2,99086464435,0.012816319756147427,16.150236129760742,10,15
2,3,25024310341,0.06858108063575667,15.550374984741211,10,17
2,6,75853240776,0.0349382282846545,15.514612197875977,10,18
0,5,21587470748,0.049457351817967246,16.230106353759766,5,29
0,2,87960655925,0.03641861039561981,15.627145767211914,5,17
0,5,12956874324,0.06314200389881353,15.542030334472656,5,28
0,1,34588085736,0.01011146009582591,15.572786331176758,5,19
2,4,14826000806,0.04767410084989322,15.591621398925781,5,18
2,5,35887613495,0.03529555752241822,15.74087142944336,5,27
2,5,4860278745,0.1346888336623159,15.53964614868164,5,26
2,3,1274423865,0.01092909453907265,15.625,5,28
2,2,38103374390,0.00863036059103134,15.592098236083984,5,17
2,1,48020908822,0.013444825020688412,15.594005584716797,5,20
0,1,36755930659,0.010603484642952762,12.22848892211914,5,20
0,2,74078795317,0.029893481818506474,15.462160110473633,5,20
0,3,89752892500,0.04447385009204379,15.766382217407227,5,23
0,4,75508589844,0.024826754711560265,15.58995246887207,5,22
0,5,63020519980,0.034298131858055456,15.64478874206543,5,25
0,1,61552589281,0.01247876563325517,16.13903045654297,5,20
0,4,20197786790,0.046444016697363984,16.12997055053711,5,22
2,4,74900525785,0.07810631214140416,16.04461669921875,5,22
2,3,6418020021,0.0007633545374316902,15.59305191040039,5,23
2,3,78205651536,0.023556246335339558,15.58065414428711,5,22
0,4,75494988517,0.018835364069977233,15.833616256713867,5,31
0,2,85336618853,0.0014060208249238994,15.895605087280273,5,27
0,2,61221039542,0.004961575977580595,15.309333801269531,5,26
0,1,38646178392,0.06797453092128912,16.14093780517578,5,26
0,3,80387359760,0.026823231176538186,15.07711410522461,5,28
0,4,3243123876,0.0012251358192106629,15.804290771484375,5,31
0,5,61813060227,0.00583887855880996,15.744924545288086,5,18
0,1,41727597582,0.0005974461091638837,22.875547409057617,5,26
0,3,41422804535,0.006484798312370907,10.955810546875,5,27
0,5,78395974353,0.015118990949202318,15.530824661254883,5,17
