Miner ID,Block Depth,Transaction ID,Redaction Profit,Performance Time (ms),Blockchain Length,# of Tx
0,1,24644555149,0.06347465957149864,29.66165542602539,1,1746
0,1,96796042692,0.02336792620312128,33.57887268066406,3,1852
0,4,6459536293,0.012039335999171013,45.186758041381836,4,1859
0,1,4352925647,0.00410902739810136,36.77201271057129,2,1843
0,1,10367606377,0.0027890654019755955,36.569833755493164,6,1902
0,1,48941830254,0.015813972972566287,31.00728988647461,8,1793
0,3,36997145457,0.01166460078569886,31.383514404296875,7,1844
0,4,73430913446,0.045157534266602496,29.7393798828125,5,1925
0,7,26819941335,0.01400771635387777,22.945642471313477,10,1879
0,11,4885943825,0.03190681059094181,34.948110580444336,12,1819
0,3,87606273722,0.006036557052985595,30.789613723754883,14,1804
0,8,2565248900,0.08150699069563441,33.1721305847168,19,1833
0,17,44917199127,0.047093833177557984,31.718969345092773,18,1782
0,15,55340636283,0.001779607867315022,29.301881790161133,25,1851
0,1,65409447987,0.02362399060383692,30.863523483276367,16,1819
0,9,66720517315,0.03951004306527814,25.817155838012695,15,1898
0,26,60839741432,0.041784762809549354,38.21754455566406,28,1802
0,11,14542860154,0.02461090980817521,41.43691062927246,20,1780
0,6,47830665802,0.01901415304581063,38.80119323730469,29,1904
0,21,14392176647,0.006410842030659754,45.39370536804199,34,1789
0,15,25474915171,0.015158206151369853,21.177291870117188,23,1861
0,6,26586294273,0.02187160542332593,37.64963150024414,16,1836
0,12,23869135205,0.011585213602410924,35.86411476135254,14,1844
0,5,75670146855,0.00042580683542783394,31.2044620513916,21,1865
0,22,83427425427,0.05542929433778555,28.92136573791504,23,1884
0,10,44299076037,0.024908272700231698,24.703025817871094,18,1856
0,8,13005237844,0.01884428310736862,22.95660972595215,20,1850
0,4,63903806697,0.0071600944471515654,23.251056671142578,21,1903
0,1,82608162274,0.041358582097631644,24.384498596191406,17,1888
0,15,12518636327,0.002951918868349105,17.89712905883789,21,1876
0,7,66526830628,0.032359428721811856,51.18846893310547,18,1857
0,13,67819821119,0.004548565514164078,25.524377822875977,14,1780
0,22,32378513545,0.0367821746812216,17.330646514892578,22,1804
